"bird_ID","date","bird_played","key_pecked"
"6","1/7/2018","y7wh27",2
"6","1/8/2018","bkor_FD",2
"6","1/8/2018","bkor_UD",5
"6","1/9/2018","bkor_UD",2
"6","2/10/2018","bl11pu3_FD",771
"6","2/10/2018","bl14y6_FD",90
"6","2/10/2018","yelgrn_FD",2
"6","2/10/2018","yelgrn_UD",66
"6","2/3/2018","yelgrn_FD",277
"6","2/3/2018","yelgrn_UD",3
"6","2/4/2018","yelgrn_FD",491
"6","2/4/2018","yelgrn_UD",29
"6","2/6/2018","bl11pu3_FD",295
"6","2/6/2018","bl14y6_FD",180
"6","2/8/2018","bl11pu3_FD",181
"6","2/8/2018","bl11pu3_UD",336
"6","2/9/2018","yelgrn_FD",108
"6","2/9/2018","yelgrn_UD",227
"6","3/13/2018","y7wh27",320
"6","3/15/2018","bl14y6_FD",453
"6","3/15/2018","y7wh27",109
"6","3/16/2018","bl14y6_FD",223
"6","3/16/2018","y7wh27",300
"6","3/17/2018","bl14y6_FD",336
"6","3/17/2018","y7wh27",118
"6","3/18/2018","bl14y6_FD",513
"6","3/18/2018","y7wh27",35
"6","3/19/2018","bl14y6_FD",280
"6","3/19/2018","y7wh27",90
"6","3/21/2018","bl35p35_calls",97
"6","3/21/2018","bl36p46_calls",48
"6","3/22/2018","bl14y6_FD",397
"6","3/22/2018","bl35p35_calls",63
"6","3/22/2018","bl36p46_calls",240
"6","3/23/2018","bl14y6_FD",49
"6","3/23/2018","bl36p46_calls",31
"6","6/20/2017","simple",21
"6","6/20/2017","test",25
"6","8/28/2017","y7wh27",7
"6","8/29/2017","y7wh27",13
"6","8/30/2017","y7wh27",5
"6","8/31/2017","y7wh27",6
"6","9/1/2017","bl17bl57_FD",4
"7","1/10/2018","bkor_FD",83
"7","1/10/2018","bkor_UD",18
"7","1/11/2018","bkor_FD",5
"7","1/11/2018","bkor_UD",54
"7","1/11/2018","yelred_FD",73
"7","1/11/2018","yelred_UD",21
"7","1/12/2018","bl14y6_FD",23
"7","1/12/2018","bl14y6_UD",14
"7","1/12/2018","pu55bl08_FD",39
"7","1/12/2018","yelred_FD",2
"7","1/12/2018","yelred_UD",227
"7","1/13/2018","bl14y6_FD",6
"7","1/13/2018","bl14y6_UD",6
"7","1/13/2018","pu55bl08_FD",235
"7","1/14/2018","bl14y6_FD",14
"7","1/14/2018","bl14y6_UD",7
"7","1/14/2018","pu55bl08_FD",184
"7","1/16/2018","bl17y31_UD",165
"7","1/16/2018","bl1p1_UD",109
"7","1/16/2018","pu35pu36_UD",109
"7","1/16/2018","y40b7_UD",205
"7","1/17/2018","bl17y31_UD",90
"7","1/17/2018","bl1p1_UD",125
"7","1/18/2018","bl11pu3_FD",80
"7","1/18/2018","bl11pu3_UD",41
"7","1/19/2018","bl11pu3_FD",71
"7","1/19/2018","bl11pu3_UD",71
"7","1/20/2018","bl11pu3_FD",942
"7","1/20/2018","bl11pu3_UD",16
"7","1/22/2018","bl17bl57_UD",159
"7","1/22/2018","bl32gy22_UD",218
"7","1/24/2018","bl11pu3_FD",17
"7","1/24/2018","bl4b13_FD",32
"7","1/25/2018","bl11pu3_FD",59
"7","1/25/2018","bl11pu3_UD",9
"7","1/25/2018","bl4b13_FD",26
"7","1/26/2018","bl11pu3_FD",2
"7","1/26/2018","bl11pu3_UD",197
"7","1/27/2018","bl11pu3_UD",111
"7","1/28/2018","bl11pu3_UD",71
"7","1/29/2018","bl11pu3_FD",29
"7","1/29/2018","bl14y6_FD",77
"7","1/3/2018","y7wh27",80
"7","1/4/2018","y7wh27",3
"7","1/5/2018","y7wh27",4
"7","1/6/2018","y7wh27",32
"7","1/7/2018","y7wh27",28
"7","1/8/2018","bkor_FD",52
"7","1/8/2018","bkor_UD",6
"7","1/8/2018","y7wh27",4
"7","1/9/2018","bkor_FD",7
"7","1/9/2018","bkor_UD",113
"7","2/10/2018","bl11pu3_FD",281
"7","2/10/2018","bl14y6_FD",30
"7","2/10/2018","yelgrn_UD",37
"7","2/3/2018","yelgrn_FD",16
"7","2/3/2018","yelgrn_UD",13
"7","2/4/2018","yelgrn_FD",35
"7","2/4/2018","yelgrn_UD",1
"7","2/6/2018","bl11pu3_FD",64
"7","2/6/2018","bl14y6_FD",126
"7","2/8/2018","bl11pu3_FD",98
"7","2/8/2018","bl11pu3_UD",72
"7","2/9/2018","yelgrn_FD",53
"7","2/9/2018","yelgrn_UD",6
"7","3/13/2018","y7wh27",11
"7","3/15/2018","bl11pu3_FD",73
